NOAA Active region number,DATE when AR passes central meridan,TIME when AR passes central meridian (UTC),CME 24 HRS,CME Flare Count ,CME erruption date ,CME erruption time,Related CME events to this NOAA AR ,Evidence e.g physical characteristics of the CME ,Notes ,Erruption duration ,
13075,2022-08-11,21:58:44,yes,,12/8/22,13:12:40,,,,,
13078,2022-08-15,21:58:44,yes,,15/08/22,17:48:08,,,,,
13081,2022-08-16,21:58:44,yes,,17/08/22,4:32:40,,,,,
13082,2022-08-19,21:58:43,no,,,,,,,,
13084,2022-08-19,21:58:43,yes,,20/08/22,1:32:52,,,,,
13085,2022-08-22,21:58:43,yes,,22/08/22,22:17:15,,,,,
13086,2022-08-26,21:58:43,no,,,,,,,,
13087,2022-08-28,21:58:42,no,,,,,,,,
13090,2022-08-29,21:58:42,no,,,,,,,,
13093,2022-09-05,21:58:42,no,,,,,,,,
13092,2022-09-06,21:58:41,yes,,7/9/22,15:02:40,,,,,
13094,2022-09-08,21:58:41,yes,,9/9/22,9:32:52,,,,,
13100,2022-09-15,21:58:40,yes,,16/09/22,5:17:52,,,,,
13103,2022-09-16,21:58:40,no,,,,,,,,
13102,2022-09-18,21:58:40,yes,,19/09/222,1:47:52,,,,,
13108,2022-09-23,21:58:39,yes,,24/09/22,6:47:52,,,,,
13107,2022-09-26,21:58:39,yes,,27/09/22,5:02:42,,,,,
13110,2022-09-28,21:58:38,no,,,,,,,,
13111,2022-10-03,21:58:38,no,,,,,,,,
13114,2022-10-03,21:58:38,yes,,4/10/22,14:32:40,,,,,
13118,2022-10-10,21:58:37,yes,,11/10/22,16:12:07,,,,,
13119,2022-10-10,21:58:37,yes,,10/10/22,17:32:52,,,,,
13121,2022-10-17,21:58:36,no,,,,,,,,
13125,2022-10-18,21:58:36,yes,,19/10/22,11:48:07,,,,,
13126,2022-10-20,21:58:35,yes,,21/10/22,4:27:28,,,,,
13130,2022-10-24,21:58:35,no,,,,,,,,
13136,2022-11-05,18:58:33,no,,,,,,,,
13143,2022-11-11,18:58:32,no,,,,,,,,
13146,2022-11-15,18:58:32,yes,,16/11/22,16:47:52,,,,,
13149,2022-11-21,18:58:31,no,,,,,,,,
13147,2022-11-21,18:58:31,yes,,22/11/22,4:47:52,,,,,
13148,2022-11-21,18:58:31,yes,,22/11/22,8:47:52,,,,,
13152,2022-11-27,18:58:31,yes,,27/11/22,18:48:04,,,,,
13155,2022-12-02,18:58:30,yes,,3/12/22,0:02:52,,,,,
13154,2022-12-02,18:58:30,yes,,3/12/22,0:02:52,,,,,
13158,2022-12-05,18:58:30,no,,,,,,,,
13153,2022-12-06,18:58:30,yes,,6/12/22,22:03:04,,,,,
13166,2022-12-14,17:58:30,yes,,15/12/22,13:47:40,,,,,
13163,2022-12-14,17:58:30,yes,,14/12/22,23:32:52,,,,,
13168,2022-12-19,18:58:29,no,,,,,,,,
13170,2022-12-23,18:58:29,yes,,24/12/22,2:32:50,,,,,
13172,2022-12-26,18:58:29,no,,,,,,,,
13173,2022-12-28,17:58:29,no,,,,,,,,
13175,2022-12-29,18:58:29,yes,,29/12/22,21:48:07,,,,,
13176,2022-12-30,18:58:29,yes,,31/12/22,8:12:07,,,,,
13177,2023-01-02,12:58:29,yes,,3/1/23,6:47:52,,,,,
TOTAL ARs= 950,TOTAL = 11 YEARS ,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
